# Captures																																															
Year, Fleet, Sex, Data																																												
2009	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	0	0	0	1	0	1	1	4	3	5	2	5	1	0	0	0	0	0	0	0
2011	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0
1991	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	4	9	8	5	6	8	5	3	5	5	3	2	5	5	2	5	2	4	1	1	0	0	0	0	0	0
1992	2	3	0	0	0	0	0	0	1	0	0	0	2	14	25	33	51	61	47	51	61	43	45	37	48	41	49	42	35	47	54	40	56	43	51	35	25	19	9	6	3	3	1	0	0	0	0
1993	2	3	0	0	0	0	0	0	0	0	0	1	2	13	12	15	29	28	54	68	65	53	56	44	69	71	75	49	62	79	73	87	94	99	85	69	56	32	17	11	8	3	1	1	0	0	0
1994	2	3	0	0	0	0	0	0	0	0	0	1	7	29	61	71	67	77	68	69	58	58	39	46	40	40	43	47	43	44	45	55	47	59	59	39	37	25	15	9	5	0	0	0	1	0	0
1995	2	3	0	0	0	0	0	0	0	0	0	0	1	5	12	11	26	22	39	31	29	35	28	46	33	40	43	63	50	57	71	63	90	84	89	87	55	34	20	14	8	2	3	0	1	0	0
1996	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	1	3	0	3	3	2	1	6	5	8	4	2	1	2	8	4	1	0	0	0	0	0	0	0	0	0
